utseconds, gps_lat, gps_lon, gps_alt, AOA, T_CAPS, T_MMS, qc_CAPS, qc_MMS, ps_CAPS, ps_MMS, PAS_CAPS, TAS_MMS
58924, 23.70228, -120.51729, 8702.31, 1.89, 272.30, 252.22, 382.321, 347.190, 105.48, 147.82, 191.72, 232.49
58924, 23.70020, -120.51728, 8707.28, 1.84, 272.00, 252.18, 382.069, 346.971, 105.39, 147.99, 191.61, 232.65
58924, 23.69810, -120.51727, 8711.99, 1.84, 272.03, 252.14, 381.817, 346.760, 105.56, 147.98, 191.81, 232.69
58924, 23.69602, -120.51726, 8716.48, 1.86, 272.81, 252.12, 382.069, 346.541, 106.00, 148.45, 192.37, 233.08
58924, 23.69392, -120.51725, 8720.79, 1.89, 271.52, 252.15, 381.314, 346.300, 106.09, 148.53, 192.14, 233.22
58924, 23.69185, -120.51724, 8725.06, 1.91, 272.57, 252.11, 381.565, 346.092, 105.56, 148.55, 192.05, 233.27
58924, 23.68973, -120.51722, 8729.31, 1.97, 271.59, 252.03, 381.062, 345.900, 105.65, 148.59, 191.88, 233.32
58924, 23.68765, -120.51721, 8733.78, 1.98, 272.30, 252.02, 381.314, 345.691, 105.13, 148.48, 191.67, 233.31
58924, 23.68555, -120.51721, 8738.41, 1.94, 271.83, 252.01, 381.062, 345.500, 105.39, 148.13, 191.76, 233.11
58924, 23.68345, -120.51721, 8742.99, 1.91, 271.76, 251.98, 380.559, 345.270, 104.95, 147.99, 191.50, 233.07
58924, 23.68137, -120.51720, 8747.68, 1.90, 272.35, 251.94, 380.055, 345.061, 105.48, 148.00, 192.23, 233.12
58924, 23.67928, -120.51719, 8752.28, 1.85, 271.76, 251.91, 379.803, 344.861, 105.13, 147.78, 191.80, 233.01
58924, 23.67719, -120.51719, 8756.68, 1.82, 272.64, 251.88, 379.300, 344.681, 104.78, 147.82, 191.95, 233.08
58924, 23.67509, -120.51719, 8760.78, 1.81, 271.86, 251.84, 379.300, 344.500, 105.21, 147.92, 192.02, 233.19
58924, 23.67299, -120.51718, 8764.59, 1.86, 272.52, 251.81, 379.803, 344.320, 105.21, 148.03, 192.14, 233.30
58924, 23.67090, -120.51718, 8768.28, 1.90, 271.71, 251.76, 380.055, 344.111, 104.95, 148.19, 191.60, 233.46
58924, 23.66881, -120.51718, 8771.98, 1.94, 272.13, 251.72, 379.552, 343.911, 104.78, 148.34, 191.71, 233.60
58924, 23.66671, -120.51718, 8775.68, 1.98, 271.64, 251.69, 379.552, 343.741, 104.78, 148.32, 191.54, 233.62
58924, 23.66461, -120.51719, 8779.58, 1.96, 272.05, 251.65, 378.796, 343.561, 105.13, 148.29, 192.13, 233.64
58924, 23.66253, -120.51719, 8783.64, 1.97, 271.37, 251.61, 379.300, 343.362, 104.51, 148.37, 191.30, 233.74
58924, 23.66043, -120.51720, 8787.86, 1.91, 271.47, 251.57, 378.545, 343.192, 105.65, 148.33, 192.38, 233.74
58924, 23.65833, -120.51720, 8792.16, 1.89, 271.74, 251.53, 377.789, 342.992, 105.56, 148.29, 192.57, 233.76
58924, 23.65621, -120.51721, 8796.49, 1.87, 271.74, 251.51, 378.293, 342.820, 105.56, 148.46, 192.46, 233.91
58924, 23.65413, -120.51721, 8800.68, 1.87, 272.30, 251.46, 377.789, 342.641, 105.21, 148.37, 192.50, 233.88
58924, 23.65203, -120.51722, 8804.78, 1.88, 271.56, 251.42, 377.286, 342.422, 105.91, 148.40, 192.90, 233.95
58924, 23.64994, -120.51723, 8808.86, 1.88, 272.37, 251.38, 378.293, 342.222, 105.13, 148.32, 192.35, 233.94
58924, 23.64782, -120.51724, 8812.89, 1.90, 271.20, 251.35, 377.538, 342.040, 105.39, 148.18, 192.30, 233.88
58924, 23.64572, -120.51725, 8816.89, 1.89, 271.78, 251.30, 377.286, 341.850, 105.13, 148.32, 192.36, 234.01
58924, 23.64362, -120.51726, 8820.91, 1.90, 271.30, 251.26, 377.034, 341.650, 105.21, 148.33, 192.31, 234.06
58924, 23.64154, -120.51728, 8824.86, 1.89, 271.91, 251.22, 376.783, 341.470, 104.95, 148.36, 192.38, 234.11
58924, 23.63943, -120.51728, 8828.88, 1.94, 271.39, 251.18, 376.783, 341.291, 106.26, 148.31, 193.22, 234.12
58924, 23.63732, -120.51730, 8832.91, 1.92, 271.47, 251.15, 377.286, 341.070, 106.53, 148.46, 193.34, 234.27
58924, 23.63522, -120.51731, 8837.09, 1.89, 271.47, 251.12, 377.034, 340.910, 104.60, 148.45, 191.89, 234.30
58924, 23.63313, -120.51693, 8841.28, 1.91, 271.17, 251.07, 376.531, 340.711, 104.78, 148.42, 192.03, 234.32
58924, 23.63101, -120.51669, 8845.49, 1.88, 271.78, 251.04, 375.776, 340.521, 105.21, 148.42, 192.76, 234.36
58924, 23.62891, -120.51670, 8849.71, 1.87, 271.00, 251.00, 375.776, 340.330, 105.83, 148.54, 192.96, 234.48
58924, 23.62682, -120.51671, 8853.76, 1.89, 271.91, 250.97, 375.776, 340.151, 106.53, 148.52, 193.83, 234.51
58924, 23.62471, -120.51673, 8858.01, 1.90, 270.81, 250.92, 374.769, 339.960, 105.30, 148.60, 192.70, 234.61
58924, 23.62262, -120.51673, 8862.06, 1.89, 272.15, 250.89, 376.279, 339.771, 105.48, 148.63, 192.98, 234.66
58924, 23.62050, -120.51674, 8866.19, 1.90, 270.66, 250.86, 375.776, 339.590, 105.04, 148.56, 192.22, 234.66
58924, 23.61841, -120.51675, 8870.38, 1.87, 271.96, 250.82, 376.027, 339.401, 106.09, 148.62, 193.45, 234.74
58924, 23.61626, -120.51676, 8874.55, 1.86, 270.78, 250.78, 374.265, 339.197, 105.91, 148.62, 193.28, 234.79
58924, 23.61420, -120.51676, 8878.58, 1.87, 271.86, 250.75, 375.020, 339.021, 106.00, 148.72, 193.57, 234.89
58924, 23.61209, -120.51676, 8882.59, 1.89, 271.03, 250.72, 374.013, 338.810, 106.44, 148.83, 193.83, 235.02
58924, 23.60998, -120.51676, 8886.71, 1.89, 271.27, 250.68, 375.020, 338.640, 105.56, 148.77, 193.02, 235.01
58924, 23.60789, -120.51676, 8890.78, 1.88, 271.05, 250.64, 373.510, 338.441, 105.21, 148.76, 193.00, 235.04
58924, 23.60577, -120.51676, 8894.99, 1.89, 270.69, 250.59, 374.265, 338.230, 105.83, 148.77, 193.18, 235.10
58924, 23.60368, -120.51676, 8899.18, 1.88, 271.54, 250.56, 373.006, 338.081, 105.13, 148.73, 193.21, 235.09
58924, 23.60158, -120.51676, 8903.26, 1.88, 270.51, 250.51, 373.510, 337.882, 105.48, 148.74, 193.01, 235.14
58924, 23.59947, -120.51676, 8907.56, 1.87, 271.71, 250.48, 374.517, 337.702, 106.70, 148.73, 194.17, 235.17
58924, 23.59735, -120.51675, 8911.79, 1.87, 270.98, 250.44, 373.510, 337.520, 105.04, 148.74, 192.83, 235.22
58924, 23.59524, -120.51674, 8916.01, 1.88, 271.39, 250.39, 372.755, 337.289, 105.13, 148.76, 193.22, 235.28
58924, 23.59314, -120.51673, 8920.19, 1.88, 271.20, 250.35, 373.258, 337.080, 105.04, 148.74, 192.97, 235.32
58924, 23.59104, -120.51673, 8924.38, 1.88, 270.51, 250.32, 372.755, 336.911, 105.56, 148.73, 193.25, 235.35
58924, 23.58891, -120.51672, 8928.72, 1.87, 271.44, 250.28, 371.748, 336.719, 106.35, 148.71, 194.42, 235.37
58924, 23.58684, -120.51670, 8932.86, 1.87, 270.37, 250.25, 372.503, 336.562, 105.74, 148.63, 193.39, 235.35
58924, 23.58471, -120.51670, 8937.21, 1.88, 271.27, 250.21, 371.999, 336.319, 105.83, 148.60, 193.89, 235.39
58924, 23.58263, -120.51668, 8941.35, 1.90, 270.88, 250.18, 372.755, 336.132, 105.21, 148.50, 193.10, 235.36
58924, 23.58051, -120.51706, 8945.67, 1.89, 270.05, 250.16, 371.748, 335.932, 105.39, 148.43, 193.17, 235.36
58924, 23.57839, -120.51731, 8950.00, 1.89, 271.37, 250.14, 370.992, 335.750, 105.56, 148.20, 193.94, 235.25
58924, 23.57628, -120.51730, 8954.40, 1.89, 270.34, 250.16, 371.496, 335.540, 105.21, 147.92, 193.19, 235.13
58924, 23.57417, -120.51729, 8958.70, 1.89, 270.93, 250.17, 371.748, 335.340, 104.25, 147.84, 192.59, 235.13
58924, 23.57206, -120.51728, 8963.00, 1.89, 270.71, 250.13, 370.489, 335.100, 105.13, 147.76, 193.48, 235.14
58924, 23.56987, -120.51726, 8967.45, 1.89, 270.44, 250.11, 370.489, 334.922, 104.34, 147.72, 192.76, 235.15
58924, 23.56787, -120.51725, 8971.55, 1.91, 271.03, 250.07, 369.734, 334.722, 104.78, 147.73, 193.48, 235.20
58924, 23.56576, -120.51724, 8975.87, 1.91, 270.25, 250.04, 369.734, 334.543, 104.95, 147.78, 193.34, 235.28
58924, 23.56364, -120.51723, 8980.18, 1.90, 270.32, 250.01, 369.230, 334.341, 104.78, 147.89, 193.34, 235.40
58924, 23.56153, -120.51722, 8984.58, 1.88, 270.95, 250.01, 369.734, 334.181, 105.65, 147.97, 194.14, 235.51
58924, 23.55944, -120.51721, 8988.87, 1.88, 269.81, 249.98, 369.985, 333.952, 105.13, 147.96, 193.26, 235.56
58924, 23.55733, -120.51720, 8993.17, 1.88, 270.66, 249.94, 368.727, 333.782, 105.74, 147.93, 194.33, 235.57
58924, 23.55521, -120.51719, 8997.57, 1.87, 270.88, 249.92, 369.482, 333.581, 104.86, 147.76, 193.55, 235.51
58924, 23.55312, -120.51718, 9001.75, 1.89, 269.90, 249.91, 366.964, 333.402, 103.99, 147.53, 193.08, 235.40
58924, 23.55097, -120.51717, 9006.01, 1.89, 270.61, 249.87, 368.727, 333.179, 104.78, 147.47, 193.56, 235.41
58924, 23.54887, -120.51716, 9010.10, 1.88, 270.61, 249.83, 366.964, 332.990, 104.16, 147.48, 193.47, 235.45
58924, 23.54676, -120.51715, 9014.20, 1.89, 269.76, 249.79, 368.475, 332.800, 104.08, 147.47, 192.76, 235.49
58924, 23.54468, -120.51715, 9018.15, 1.91, 270.81, 249.77, 366.461, 332.650, 104.95, 147.34, 194.28, 235.43
58924, 23.54256, -120.51714, 9022.17, 1.90, 270.15, 249.77, 368.727, 332.472, 105.13, 147.16, 193.67, 235.36
58924, 23.54043, -120.51713, 9026.30, 1.91, 269.93, 249.75, 367.720, 332.270, 104.34, 147.04, 193.19, 235.33
58924, 23.53832, -120.51712, 9030.20, 1.92, 270.73, 249.72, 368.475, 332.070, 105.13, 146.98, 193.93, 235.34
58924, 23.53624, -120.51712, 9034.15, 1.92, 270.03, 249.69, 367.720, 331.892, 103.73, 146.95, 192.74, 235.36
58924, 23.53410, -120.51711, 9038.20, 1.92, 269.54, 249.65, 366.461, 331.710, 104.25, 146.98, 193.27, 235.42
58924, 23.53200, -120.51710, 9042.18, 1.91, 270.59, 249.63, 366.461, 331.561, 104.69, 146.86, 193.99, 235.37
58924, 23.52986, -120.51710, 9046.23, 1.91, 270.17, 249.61, 366.209, 331.379, 103.81, 146.73, 193.21, 235.33
58924, 23.52777, -120.51709, 9050.10, 1.92, 269.10, 249.58, 365.957, 331.190, 103.46, 146.73, 192.60, 235.37
58924, 23.52567, -120.51709, 9054.08, 1.92, 270.30, 249.56, 366.713, 331.031, 103.81, 146.59, 193.14, 235.31
58924, 23.52355, -120.51709, 9058.00, 1.93, 270.27, 249.56, 366.713, 330.800, 103.99, 146.59, 193.27, 235.38
58924, 23.52145, -120.51708, 9061.97, 1.92, 270.22, 249.57, 366.461, 330.672, 103.55, 146.53, 192.96, 235.39
58924, 23.51935, -120.51708, 9065.85, 1.91, 270.44, 249.54, 366.964, 330.472, 104.34, 146.96, 193.55, 235.74
58924, 23.51723, -120.51707, 9069.87, 1.93, 270.39, 249.52, 366.209, 330.312, 104.25, 147.16, 193.63, 235.92
58924, 23.51512, -120.51707, 9073.87, 1.94, 269.32, 249.51, 365.706, 330.112, 103.99, 147.09, 193.15, 235.93
58924, 23.51301, -120.51706, 9078.05, 1.92, 269.73, 249.50, 366.209, 329.922, 104.08, 146.98, 193.26, 235.90
58924, 23.51087, -120.51706, 9082.20, 1.92, 270.34, 249.46, 364.950, 329.740, 104.34, 146.99, 193.97, 235.96
58924, 23.50876, -120.51706, 9086.40, 1.90, 269.71, 249.45, 365.454, 329.560, 103.99, 146.90, 193.35, 235.94
58924, 23.50666, -120.51705, 9090.58, 1.92, 269.22, 249.44, 365.706, 329.361, 104.25, 146.62, 193.32, 235.80
58924, 23.50453, -120.51705, 9094.80, 1.91, 270.08, 249.42, 364.195, 329.150, 103.11, 146.54, 193.07, 235.80
58924, 23.50244, -120.51705, 9098.87, 1.91, 270.08, 249.39, 363.943, 329.012, 104.51, 146.59, 194.24, 235.87
58924, 23.50032, -120.51705, 9102.97, 1.92, 269.29, 249.37, 363.943, 328.792, 104.34, 146.54, 193.82, 235.89
58924, 23.49822, -120.51705, 9107.15, 1.93, 269.95, 249.35, 365.202, 328.635, 103.11, 146.57, 192.80, 235.96
58924, 23.49610, -120.51705, 9111.27, 1.94, 270.17, 249.35, 363.692, 328.432, 103.81, 146.51, 193.77, 235.97
58924, 23.49397, -120.51706, 9115.47, 1.92, 269.78, 249.30, 363.440, 328.261, 103.64, 146.59, 193.55, 236.07
58924, 23.49187, -120.51706, 9119.55, 1.91, 269.37, 249.28, 363.692, 328.070, 104.51, 146.69, 194.04, 236.18
58924, 23.48976, -120.51706, 9123.85, 1.93, 270.12, 249.27, 363.692, 327.872, 103.20, 146.65, 193.27, 236.21
58924, 23.48762, -120.51707, 9128.10, 1.93, 270.05, 249.25, 362.685, 327.670, 103.81, 146.57, 193.96, 236.21
58924, 23.48541, -120.51707, 9132.49, 1.92, 269.27, 249.25, 362.181, 327.501, 103.55, 146.51, 193.58, 236.22
58924, 23.48339, -120.51708, 9136.50, 1.93, 269.27, 249.25, 362.936, 327.300, 103.64, 146.19, 193.48, 236.06
58924, 23.48129, -120.51708, 9140.68, 1.93, 269.93, 249.25, 362.685, 327.140, 103.46, 146.07, 193.64, 236.02
58924, 23.47918, -120.51709, 9144.88, 1.92, 268.93, 249.27, 361.677, 326.971, 103.11, 145.91, 193.23, 235.97
58924, 23.47706, -120.51709, 9148.98, 1.93, 269.37, 249.23, 361.677, 326.751, 103.03, 145.82, 193.32, 235.96
58924, 23.47495, -120.51709, 9153.18, 1.92, 269.12, 249.18, 362.181, 326.591, 103.03, 145.96, 193.11, 236.08
58924, 23.47282, -120.51710, 9157.30, 1.93, 269.64, 249.13, 361.929, 326.360, 103.99, 145.93, 194.12, 236.11
58924, 23.47073, -120.51711, 9161.37, 1.94, 270.08, 249.09, 361.677, 326.192, 102.41, 145.51, 193.08, 235.85
58924, 23.46859, -120.51712, 9165.50, 1.96, 269.10, 249.05, 361.929, 326.000, 103.03, 145.41, 193.16, 235.82
58924, 23.46648, -120.51713, 9169.60, 1.95, 268.85, 249.01, 359.663, 325.840, 102.50, 145.41, 193.17, 235.85
58924, 23.46437, -120.51714, 9173.68, 1.95, 269.49, 248.96, 360.670, 325.641, 102.41, 145.45, 193.10, 235.92
58924, 23.46227, -120.51715, 9177.77, 1.93, 269.95, 248.92, 361.426, 325.492, 102.06, 145.50, 192.81, 235.99
58924, 23.46015, -120.51716, 9181.87, 1.93, 269.51, 248.89, 360.922, 325.292, 102.50, 145.53, 193.12, 236.06
58924, 23.45802, -120.51717, 9185.88, 1.93, 268.78, 248.84, 360.419, 325.101, 102.85, 145.71, 193.25, 236.22
58924, 23.45590, -120.51718, 9190.00, 1.93, 268.93, 248.80, 359.915, 324.900, 103.81, 145.78, 194.19, 236.32
58924, 23.45380, -120.51720, 9193.96, 1.94, 269.44, 248.79, 360.167, 324.762, 103.81, 145.94, 194.32, 236.47
58924, 23.45167, -120.51722, 9198.09, 1.96, 269.78, 248.77, 360.670, 324.550, 102.85, 145.92, 193.55, 236.52
58924, 23.44956, -120.51723, 9202.28, 1.94, 269.44, 248.74, 360.419, 324.381, 103.90, 145.95, 194.33, 236.57
58924, 23.44705, -120.51726, 9207.21, 1.91, 268.81, 248.69, 359.412, 324.190, 102.68, 145.86, 193.35, 236.55
58924, 23.44531, -120.51727, 9210.62, 1.91, 268.83, 248.67, 360.419, 324.029, 102.76, 145.80, 193.20, 236.55
58924, 23.44321, -120.51729, 9214.78, 1.92, 269.54, 248.64, 359.160, 323.861, 103.29, 145.81, 194.16, 236.59
58924, 23.44108, -120.51731, 9218.79, 1.92, 269.78, 248.60, 358.656, 323.680, 103.29, 145.75, 194.37, 236.59
58924, 23.43898, -120.51694, 9222.86, 1.92, 268.95, 248.56, 358.656, 323.492, 102.85, 145.78, 193.72, 236.66
58924, 23.43687, -120.51669, 9226.86, 1.92, 269.39, 248.54, 358.656, 323.322, 102.76, 145.78, 193.81, 236.70
58924, 23.43473, -120.51671, 9230.99, 1.93, 268.90, 248.49, 359.160, 323.120, 102.59, 145.75, 193.37, 236.72
58924, 23.43262, -120.51672, 9234.98, 1.91, 269.59, 248.46, 358.656, 322.961, 103.55, 145.74, 194.51, 236.75
58924, 23.43051, -120.51673, 9238.88, 1.91, 269.78, 248.43, 358.153, 322.771, 103.03, 145.71, 194.27, 236.78
58924, 23.42819, -120.51674, 9243.15, 1.92, 269.20, 248.39, 357.649, 322.592, 103.29, 145.68, 194.39, 236.79
58924, 23.42627, -120.51676, 9246.68, 1.94, 268.49, 248.35, 357.397, 322.421, 102.76, 145.64, 193.77, 236.80
58924, 23.42415, -120.51676, 9250.58, 1.95, 268.17, 248.31, 356.642, 322.220, 102.76, 145.57, 193.83, 236.80
58924, 23.42203, -120.51677, 9254.58, 1.94, 268.56, 248.30, 358.405, 322.081, 103.29, 145.41, 193.99, 236.73
58924, 23.41992, -120.51677, 9258.58, 1.94, 269.07, 248.28, 357.649, 321.911, 103.11, 145.46, 194.20, 236.80
58924, 23.41780, -120.51678, 9262.58, 1.93, 269.37, 248.23, 356.390, 321.721, 102.68, 145.50, 194.25, 236.87
58924, 23.41569, -120.51678, 9266.56, 1.93, 268.88, 248.20, 356.139, 321.562, 102.94, 145.41, 194.34, 236.85
58924, 23.41355, -120.51678, 9270.59, 1.93, 268.27, 248.18, 357.397, 321.380, 102.59, 145.33, 193.55, 236.84
58924, 23.41143, -120.51679, 9274.59, 1.95, 268.15, 248.15, 357.146, 321.210, 102.59, 145.27, 193.56, 236.83
58924, 23.40933, -120.51678, 9278.58, 1.95, 268.46, 248.10, 356.390, 321.031, 102.68, 145.27, 193.92, 236.87
58924, 23.40721, -120.51678, 9282.68, 1.93, 268.90, 248.09, 355.887, 320.841, 102.41, 145.20, 193.99, 236.87
58924, 23.40510, -120.51678, 9286.66, 1.95, 269.20, 248.10, 356.390, 320.672, 102.59, 145.14, 194.12, 236.89
58924, 23.40299, -120.51678, 9290.72, 1.94, 269.15, 248.05, 355.131, 320.473, 102.33, 145.21, 194.18, 236.98
58924, 23.40084, -120.51677, 9294.79, 1.94, 268.68, 248.02, 356.139, 320.300, 102.85, 145.13, 194.20, 236.96
58924, 23.39864, -120.51676, 9299.07, 1.94, 268.15, 247.98, 355.635, 320.122, 102.33, 145.08, 193.70, 236.97
58924, 23.39661, -120.51676, 9302.98, 1.94, 267.78, 247.95, 355.383, 319.951, 102.50, 145.09, 193.77, 237.01
58924, 23.39449, -120.51675, 9306.98, 1.95, 268.41, 247.93, 354.880, 319.781, 102.94, 145.04, 194.47, 237.02
58924, 23.39238, -120.51674, 9311.08, 1.95, 268.00, 247.89, 356.390, 319.591, 102.33, 145.08, 193.48, 237.10
58924, 23.39025, -120.51673, 9315.19, 1.94, 268.88, 247.86, 355.131, 319.430, 102.50, 145.00, 194.23, 237.07
58924, 23.38815, -120.51673, 9319.26, 1.96, 268.81, 247.81, 355.383, 319.212, 101.63, 144.93, 193.43, 237.07
58924, 23.38603, -120.51671, 9323.35, 1.95, 268.54, 247.77, 354.376, 319.062, 101.98, 144.84, 193.85, 237.04
58924, 23.38392, -120.51670, 9327.45, 1.96, 268.10, 247.74, 354.376, 318.880, 101.36, 144.78, 193.20, 237.04
58924, 23.38177, -120.51670, 9331.69, 1.96, 267.68, 247.70, 353.369, 318.700, 102.50, 144.74, 194.20, 237.05
58924, 23.37965, -120.51669, 9335.89, 1.95, 267.63, 247.65, 354.124, 318.510, 102.15, 144.62, 193.73, 237.01
58924, 23.37754, -120.51680, 9340.08, 1.94, 267.76, 247.61, 354.124, 318.351, 102.15, 144.49, 193.77, 236.95
58924, 23.37544, -120.51731, 9344.16, 1.95, 267.83, 247.57, 352.614, 318.142, 102.24, 144.43, 194.22, 236.95
58924, 23.37333, -120.51731, 9348.35, 1.94, 267.90, 247.54, 352.865, 317.993, 101.36, 144.33, 193.48, 236.92
58924, 23.37118, -120.51729, 9352.39, 1.95, 268.22, 247.50, 352.865, 317.790, 102.68, 144.33, 194.66, 236.96
58924, 23.36906, -120.51728, 9356.49, 1.97, 268.59, 247.47, 353.369, 317.600, 102.59, 144.36, 194.60, 237.02
58924, 23.36696, -120.51728, 9360.56, 1.99, 268.27, 247.44, 352.110, 317.430, 101.54, 144.30, 193.93, 237.03
58924, 23.36484, -120.51727, 9364.76, 2.00, 267.85, 247.40, 352.110, 317.232, 101.89, 144.19, 194.07, 237.00
58924, 23.36272, -120.51725, 9369.06, 1.97, 267.73, 247.35, 351.858, 317.040, 100.58, 144.15, 193.01, 237.01
58924, 23.36060, -120.51725, 9373.26, 1.95, 267.32, 247.32, 351.607, 316.892, 101.71, 144.05, 193.85, 236.97
58924, 23.35849, -120.51724, 9377.56, 1.97, 267.05, 247.28, 352.362, 316.692, 101.36, 144.01, 193.29, 236.98
58924, 23.35635, -120.51722, 9381.79, 1.97, 266.85, 247.22, 352.110, 316.470, 101.63, 144.00, 193.49, 237.02
58924, 23.35422, -120.51721, 9386.11, 1.97, 267.00, 247.19, 351.355, 316.319, 101.45, 143.97, 193.58, 237.03
58924, 23.35211, -120.51721, 9390.29, 1.99, 267.34, 247.15, 351.355, 316.130, 101.54, 143.91, 193.77, 237.03
58924, 23.35002, -120.51719, 9394.45, 1.99, 267.14, 247.11, 350.599, 315.943, 101.28, 143.77, 193.67, 236.98
58924, 23.34790, -120.51718, 9398.65, 1.98, 267.36, 247.08, 350.851, 315.763, 101.01, 143.67, 193.47, 236.95
58924, 23.34577, -120.51717, 9402.96, 1.97, 266.90, 247.04, 350.348, 315.572, 101.89, 143.70, 194.13, 237.01
58924, 23.34364, -120.51716, 9407.28, 1.98, 267.83, 247.00, 351.103, 315.411, 101.71, 143.65, 194.15, 237.02
58924, 23.34152, -120.51715, 9411.49, 2.00, 267.76, 246.95, 350.599, 315.200, 101.28, 143.83, 193.89, 237.18
58924, 23.33941, -120.51714, 9415.78, 1.98, 267.93, 246.91, 349.592, 315.021, 100.93, 143.76, 193.90, 237.17
58924, 23.33730, -120.51713, 9420.15, 1.98, 267.63, 246.87, 350.096, 314.832, 102.24, 143.64, 194.74, 237.14
58924, 23.33518, -120.51712, 9424.36, 1.97, 267.49, 246.82, 350.348, 314.652, 101.28, 143.68, 193.85, 237.20
58924, 23.33305, -120.51711, 9428.77, 1.99, 267.36, 246.78, 350.096, 314.481, 101.89, 143.59, 194.36, 237.17
58924, 23.33093, -120.51710, 9433.08, 1.98, 267.29, 246.74, 348.082, 314.281, 101.71, 143.38, 194.67, 237.07
58924, 23.32881, -120.51709, 9437.41, 1.97, 267.19, 246.70, 349.340, 314.090, 100.93, 143.37, 193.70, 237.10
58924, 23.32671, -120.51708, 9441.56, 1.97, 266.95, 246.67, 349.089, 313.912, 100.75, 143.26, 193.52, 237.06
58924, 23.32458, -120.51707, 9445.88, 1.99, 266.85, 246.63, 348.082, 313.721, 100.66, 143.17, 193.65, 237.04
58924, 23.32246, -120.51706, 9450.06, 1.98, 266.66, 246.59, 348.585, 313.541, 101.01, 142.99, 193.75, 236.96
58924, 23.32034, -120.51706, 9454.19, 1.97, 266.73, 246.59, 348.585, 313.360, 100.58, 142.90, 193.42, 236.95
58924, 23.31825, -120.51705, 9458.24, 1.99, 266.12, 246.58, 347.578, 313.163, 101.28, 142.84, 194.01, 236.97
58924, 23.31612, -120.51705, 9462.34, 1.97, 266.27, 246.57, 348.333, 313.012, 100.23, 142.79, 193.02, 236.97
58924, 23.31399, -120.51705, 9466.38, 2.01, 266.24, 246.54, 347.074, 312.831, 101.28, 142.78, 194.17, 237.01
58924, 23.31182, -120.51704, 9470.48, 1.99, 266.14, 246.51, 346.823, 312.656, 100.75, 142.60, 193.77, 236.93
58924, 23.30976, -120.51704, 9474.36, 1.99, 265.95, 246.47, 347.074, 312.472, 100.23, 142.50, 193.21, 236.90
58924, 23.30763, -120.51704, 9478.28, 2.00, 266.00, 246.45, 347.326, 312.311, 100.84, 142.34, 193.67, 236.82
58924, 23.30551, -120.51704, 9482.21, 2.03, 266.00, 246.41, 346.823, 312.120, 100.40, 142.26, 193.43, 236.81
58924, 23.30342, -120.51704, 9486.04, 2.04, 267.19, 246.38, 347.326, 311.943, 100.49, 142.20, 193.81, 236.81
58924, 23.30129, -120.51704, 9490.06, 2.04, 265.88, 246.35, 346.319, 311.782, 100.05, 142.06, 193.22, 236.75
58924, 23.29918, -120.51705, 9494.04, 2.01, 265.75, 246.33, 347.326, 311.633, 99.88, 141.93, 192.79, 236.69
58924, 23.29704, -120.51705, 9498.08, 2.02, 265.85, 246.30, 346.823, 311.461, 100.75, 141.94, 193.66, 236.74
58924, 23.29494, -120.51705, 9501.94, 2.01, 265.92, 246.27, 346.823, 311.283, 99.70, 141.87, 192.83, 236.74
58924, 23.29281, -120.51706, 9505.88, 2.03, 265.85, 246.24, 346.823, 311.111, 100.31, 141.85, 193.30, 236.77
58924, 23.29069, -120.51707, 9509.78, 2.03, 265.78, 246.20, 346.319, 310.941, 99.96, 141.73, 193.11, 236.71
58924, 23.28857, -120.51708, 9513.78, 2.02, 265.66, 246.17, 345.312, 310.781, 99.18, 141.62, 192.65, 236.67
58924, 23.28647, -120.51709, 9517.54, 2.03, 265.58, 246.13, 345.564, 310.603, 100.14, 141.68, 193.36, 236.76
58924, 23.28434, -120.51710, 9521.46, 2.04, 265.63, 246.10, 345.060, 310.430, 99.27, 141.61, 192.78, 236.75
58924, 23.28222, -120.51712, 9525.36, 2.03, 265.83, 246.06, 344.808, 310.272, 100.23, 141.52, 193.70, 236.72
58924, 23.28011, -120.51713, 9529.26, 2.04, 265.83, 246.03, 345.060, 310.102, 100.23, 141.47, 193.64, 236.72
58924, 23.27797, -120.51714, 9533.29, 2.10, 265.75, 245.98, 345.815, 309.910, 98.83, 141.49, 192.28, 236.78
58924, 23.27586, -120.51715, 9537.36, 2.09, 265.83, 245.95, 345.060, 309.721, 98.48, 141.39, 192.20, 236.75
58924, 23.27375, -120.51717, 9541.54, 2.07, 266.09, 245.92, 343.549, 309.560, 99.61, 141.22, 193.60, 236.67
58924, 23.27164, -120.51719, 9545.74, 2.06, 266.17, 245.89, 343.801, 309.393, 99.61, 141.09, 193.56, 236.61
58924, 23.26951, -120.51721, 9550.14, 2.06, 266.22, 245.86, 343.549, 309.202, 99.53, 140.97, 193.57, 236.58
58924, 23.26738, -120.51722, 9554.49, 2.06, 266.17, 245.81, 343.549, 309.000, 100.05, 140.91, 193.98, 236.57
58924, 23.26528, -120.51724, 9558.76, 2.05, 266.24, 245.78, 342.038, 308.830, 98.48, 140.82, 193.07, 236.55
58924, 23.26317, -120.51726, 9563.14, 2.05, 266.22, 245.74, 343.549, 308.663, 98.65, 140.78, 192.84, 236.56
58924, 23.26103, -120.51728, 9567.49, 2.05, 266.39, 245.70, 343.297, 308.470, 98.83, 140.80, 193.11, 236.62
