utseconds, gps_lat, gps_lon, gps_alt, AOA, T_CAPS, T_MMS, qc_CAPS, qc_MMS, ps_CAPS, ps_MMS, PAS_CAPS, TAS_MMS
58924, 16.79093, -120.51713, 6856.80, 1.90, 279.94, 262.70, 474.421, 442.400, 106.35, 146.44, 177.65, 211.97
58924, 16.78898, -120.51712, 6862.35, 1.88, 280.14, 262.68, 473.918, 442.103, 106.61, 146.60, 177.98, 212.13
58924, 16.78700, -120.51711, 6868.20, 1.85, 280.09, 262.63, 473.918, 441.780, 105.83, 146.74, 177.39, 212.28
58924, 16.78504, -120.51710, 6873.90, 1.85, 279.75, 262.59, 473.415, 441.450, 105.48, 146.98, 177.11, 212.49
58924, 16.78307, -120.51709, 6879.60, 1.85, 280.01, 262.54, 473.918, 441.110, 106.26, 147.10, 177.69, 212.62
58924, 16.78112, -120.51707, 6885.17, 1.86, 279.57, 262.50, 472.660, 440.781, 106.09, 147.17, 177.63, 212.73
58924, 16.77916, -120.51705, 6890.83, 1.86, 279.48, 262.49, 473.415, 440.442, 106.79, 147.47, 177.99, 212.99
58924, 16.77714, -120.51704, 6896.76, 1.83, 279.70, 262.47, 472.660, 440.097, 106.79, 147.83, 178.18, 213.29
58924, 16.77521, -120.51702, 6902.27, 1.81, 279.67, 262.49, 472.912, 439.822, 107.58, 148.10, 178.71, 213.54
58924, 16.77323, -120.51702, 6908.10, 1.81, 279.55, 262.48, 471.151, 439.480, 107.84, 148.45, 179.15, 213.84
58924, 16.77126, -120.51700, 6913.70, 1.82, 279.75, 262.46, 473.163, 439.160, 107.40, 148.70, 178.56, 214.06
58924, 16.76929, -120.51699, 6919.40, 1.81, 280.67, 262.42, 472.660, 438.830, 107.40, 148.88, 178.94, 214.23
58924, 16.76734, -120.51699, 6925.15, 1.80, 280.19, 262.38, 471.151, 438.532, 107.84, 149.02, 179.36, 214.38
58924, 16.76535, -120.51698, 6930.80, 1.79, 280.06, 262.35, 470.648, 438.190, 108.80, 149.27, 180.10, 214.60
58924, 16.76337, -120.51697, 6936.60, 1.79, 280.14, 262.32, 471.654, 437.850, 108.72, 149.52, 179.89, 214.82
58924, 16.76141, -120.51697, 6942.28, 1.78, 280.26, 262.30, 470.648, 437.522, 108.36, 149.76, 179.85, 215.04
58924, 16.75944, -120.51696, 6948.03, 1.75, 280.06, 262.29, 470.396, 437.212, 108.72, 150.05, 180.08, 215.30
58924, 16.75747, -120.51696, 6953.85, 1.75, 280.06, 262.27, 469.138, 436.912, 109.68, 150.18, 180.99, 215.44
58924, 16.75548, -120.51696, 6959.47, 1.75, 280.40, 262.26, 469.138, 436.562, 108.98, 150.38, 180.59, 215.64
58924, 16.75350, -120.51697, 6965.17, 1.75, 280.40, 262.27, 470.144, 436.271, 109.33, 150.55, 180.68, 215.83
58924, 16.75153, -120.51697, 6970.75, 1.76, 280.48, 262.23, 468.383, 435.933, 108.89, 150.61, 180.68, 215.92
58924, 16.74954, -120.51698, 6976.50, 1.77, 280.55, 262.20, 468.887, 435.610, 108.89, 150.61, 180.62, 215.99
58924, 16.74757, -120.51698, 6982.07, 1.77, 280.77, 262.16, 467.629, 435.282, 108.89, 150.69, 180.90, 216.09
58924, 16.74561, -120.51699, 6987.82, 1.76, 280.87, 262.12, 467.629, 434.955, 109.94, 150.70, 181.69, 216.15
58924, 16.74363, -120.51699, 6993.55, 1.73, 280.99, 262.11, 467.880, 434.645, 108.89, 150.68, 180.93, 216.21
58924, 16.74162, -120.51700, 6999.39, 1.74, 280.84, 262.08, 466.874, 434.351, 109.50, 150.75, 181.50, 216.30
58924, 16.73965, -120.51701, 7004.95, 1.71, 280.80, 262.06, 466.371, 434.014, 109.59, 150.81, 181.63, 216.41
58924, 16.73767, -120.51702, 7010.55, 1.73, 280.48, 262.04, 467.377, 433.744, 108.98, 150.87, 180.91, 216.51
58924, 16.73559, -120.51702, 7016.35, 1.76, 280.19, 262.02, 466.623, 433.373, 109.68, 151.10, 181.45, 216.72
58924, 16.73370, -120.51703, 7021.55, 1.76, 279.40, 262.00, 466.371, 433.062, 109.59, 151.15, 181.18, 216.82
58924, 16.73172, -120.51705, 7027.12, 1.77, 279.89, 261.98, 466.874, 432.743, 108.72, 151.12, 180.62, 216.87
58924, 16.72971, -120.51705, 7032.79, 1.75, 280.11, 261.98, 464.862, 432.420, 110.12, 151.13, 182.05, 216.94
58924, 16.72772, -120.51707, 7038.39, 1.74, 279.60, 261.99, 464.610, 432.120, 109.50, 151.15, 181.48, 217.03
58924, 16.72576, -120.51708, 7044.02, 1.74, 279.92, 262.03, 464.862, 431.823, 109.33, 151.19, 181.41, 217.14
58924, 16.72374, -120.51709, 7049.69, 1.73, 280.11, 262.10, 465.616, 431.481, 108.72, 151.31, 180.90, 217.32
58924, 16.72178, -120.51711, 7055.25, 1.74, 280.50, 262.22, 464.862, 431.205, 109.85, 151.27, 181.98, 217.41
58924, 16.71977, -120.51712, 7060.89, 1.75, 280.77, 262.26, 463.352, 430.890, 110.47, 151.14, 182.77, 217.41
58924, 16.71779, -120.51714, 7066.56, 1.75, 281.33, 262.24, 462.849, 430.584, 108.80, 150.95, 181.83, 217.35
58924, 16.71578, -120.51715, 7072.29, 1.76, 280.92, 262.20, 463.604, 430.260, 109.77, 150.92, 182.27, 217.39
58924, 16.71379, -120.51717, 7077.89, 1.76, 280.36, 262.16, 463.604, 429.940, 108.63, 150.99, 181.26, 217.49
58924, 16.71182, -120.51718, 7083.65, 1.74, 280.09, 262.12, 462.597, 429.634, 109.59, 150.99, 182.05, 217.55
58924, 16.70982, -120.51720, 7089.37, 1.74, 279.99, 262.07, 462.346, 429.302, 108.89, 151.04, 181.55, 217.64
58924, 16.70783, -120.51721, 7095.15, 1.74, 279.82, 262.03, 461.339, 428.984, 109.24, 151.03, 181.92, 217.69
58924, 16.70583, -120.51723, 7100.87, 1.73, 280.19, 261.98, 461.843, 428.671, 109.85, 151.06, 182.40, 217.76
58924, 16.70384, -120.51725, 7106.55, 1.72, 280.62, 261.92, 462.094, 428.364, 109.59, 151.16, 182.31, 217.87
58924, 16.70184, -120.51726, 7112.35, 1.73, 280.77, 261.87, 462.094, 428.004, 109.15, 151.35, 182.04, 218.04
58924, 16.69985, -120.51728, 7118.05, 1.73, 280.82, 261.81, 461.088, 427.694, 109.33, 151.51, 182.35, 218.20
58924, 16.69785, -120.51729, 7123.75, 1.72, 280.53, 261.76, 460.333, 427.402, 109.50, 151.55, 182.52, 218.27
58924, 16.69575, -120.51731, 7129.85, 1.72, 279.72, 261.71, 461.088, 427.062, 108.36, 151.65, 181.29, 218.39
58924, 16.69384, -120.51706, 7135.28, 1.69, 279.75, 261.66, 459.327, 426.761, 110.29, 151.74, 183.01, 218.50
58924, 16.69185, -120.51669, 7141.05, 1.68, 280.31, 261.61, 459.327, 426.472, 108.80, 151.79, 182.11, 218.58
58924, 16.68986, -120.51670, 7146.65, 1.70, 280.72, 261.56, 459.830, 426.153, 108.89, 151.88, 182.22, 218.69
58924, 16.68785, -120.51672, 7152.25, 1.71, 280.87, 261.50, 458.320, 425.814, 110.82, 151.93, 183.93, 218.78
58924, 16.68584, -120.51673, 7157.87, 1.73, 280.62, 261.48, 458.572, 425.491, 109.59, 151.76, 182.92, 218.73
58924, 16.68383, -120.51675, 7163.59, 1.74, 280.06, 261.44, 458.320, 425.170, 109.85, 151.54, 182.97, 218.64
58924, 16.68185, -120.51676, 7169.15, 1.73, 279.40, 261.40, 457.314, 424.872, 109.15, 151.35, 182.42, 218.58
58924, 16.67984, -120.51678, 7174.85, 1.73, 279.89, 261.37, 458.069, 424.564, 110.29, 151.09, 183.28, 218.46
58924, 16.67782, -120.51680, 7180.59, 1.72, 280.65, 261.33, 458.320, 424.231, 109.24, 150.94, 182.71, 218.42
58924, 16.67581, -120.51681, 7186.19, 1.73, 280.72, 261.31, 457.566, 423.970, 108.54, 150.68, 182.36, 218.31
58924, 16.67384, -120.51683, 7191.62, 1.73, 279.70, 261.27, 457.063, 423.615, 109.33, 150.82, 182.69, 218.46
58924, 16.67183, -120.51685, 7197.22, 1.72, 279.16, 261.22, 455.805, 423.343, 109.15, 151.04, 182.60, 218.65
58924, 16.66980, -120.51686, 7202.88, 1.74, 279.82, 261.16, 456.308, 422.992, 110.20, 151.26, 183.50, 218.85
58924, 16.66778, -120.51688, 7208.49, 1.78, 280.48, 261.11, 456.056, 422.671, 110.03, 151.50, 183.63, 219.06
58924, 16.66580, -120.51689, 7214.25, 1.82, 279.92, 261.05, 457.314, 422.354, 109.24, 151.72, 182.65, 219.25
58924, 16.66379, -120.51690, 7220.35, 1.82, 279.09, 260.99, 456.056, 421.994, 109.77, 151.92, 182.98, 219.44
58924, 16.66176, -120.51692, 7226.79, 1.80, 279.21, 260.97, 454.295, 421.701, 109.42, 151.66, 183.08, 219.33
58924, 16.65976, -120.51693, 7233.46, 1.78, 279.92, 260.97, 454.295, 421.312, 109.59, 151.21, 183.44, 219.13
58924, 16.65777, -120.51694, 7240.22, 1.73, 280.06, 260.93, 453.037, 420.965, 109.94, 151.18, 183.96, 219.17
58924, 16.65569, -120.51696, 7247.35, 1.71, 279.50, 260.87, 453.037, 420.563, 109.15, 151.19, 183.20, 219.25
58924, 16.65372, -120.51696, 7254.09, 1.71, 278.92, 260.81, 453.792, 420.181, 108.19, 151.12, 182.17, 219.27
58924, 16.65173, -120.51698, 7260.93, 1.71, 279.55, 260.75, 453.037, 419.832, 109.50, 151.06, 183.47, 219.29
58924, 16.64971, -120.51699, 7267.76, 1.72, 279.55, 260.69, 454.295, 419.422, 109.77, 151.09, 183.44, 219.38
58924, 16.64769, -120.51699, 7274.59, 1.74, 279.55, 260.63, 451.779, 419.060, 109.68, 151.04, 183.82, 219.40
58924, 16.64568, -120.51700, 7281.49, 1.74, 278.87, 260.56, 452.785, 418.681, 109.42, 151.03, 183.23, 219.46
58924, 16.64367, -120.51701, 7288.39, 1.74, 279.45, 260.51, 451.528, 418.321, 109.42, 151.01, 183.64, 219.51
58924, 16.64167, -120.51702, 7295.26, 1.72, 279.99, 260.45, 450.773, 417.952, 109.15, 150.97, 183.76, 219.55
58924, 16.63967, -120.51702, 7302.15, 1.71, 279.11, 260.38, 451.276, 417.572, 109.33, 150.96, 183.51, 219.60
58924, 16.63767, -120.51702, 7309.02, 1.68, 279.16, 260.33, 450.521, 417.195, 108.98, 150.96, 183.41, 219.67
58924, 16.63564, -120.51702, 7315.86, 1.67, 279.55, 260.28, 450.270, 416.832, 109.85, 150.97, 184.22, 219.74
58924, 16.63361, -120.51703, 7322.49, 1.71, 279.97, 260.23, 449.766, 416.461, 108.54, 150.95, 183.48, 219.79
58924, 16.63163, -120.51703, 7328.92, 1.71, 278.92, 260.18, 449.263, 416.085, 109.15, 150.93, 183.68, 219.85
58924, 16.62961, -120.51703, 7335.45, 1.72, 279.04, 260.13, 449.263, 415.784, 108.89, 150.84, 183.52, 219.84
58924, 16.62760, -120.51703, 7341.84, 1.74, 279.65, 260.09, 449.263, 415.404, 108.89, 150.75, 183.73, 219.85
58924, 16.62557, -120.51703, 7348.38, 1.76, 278.99, 260.05, 447.502, 415.061, 107.93, 150.61, 183.11, 219.82
58924, 16.62358, -120.51702, 7354.72, 1.78, 278.74, 259.99, 448.508, 414.686, 109.68, 150.59, 184.14, 219.87
58924, 16.62154, -120.51702, 7361.39, 1.77, 279.40, 259.94, 446.999, 414.341, 109.07, 150.57, 184.18, 219.92
58924, 16.61955, -120.51702, 7368.02, 1.73, 278.70, 259.88, 447.754, 413.982, 108.89, 150.55, 183.68, 219.98
58924, 16.61752, -120.51700, 7374.79, 1.74, 278.35, 259.82, 447.502, 413.631, 109.07, 150.53, 183.74, 220.02
58924, 16.61551, -120.51699, 7381.48, 1.75, 279.28, 259.77, 446.244, 413.251, 108.63, 150.49, 183.95, 220.06
58924, 16.61352, -120.51699, 7388.12, 1.73, 278.89, 259.71, 446.244, 412.876, 108.63, 150.53, 183.82, 220.15
58924, 16.61150, -120.51697, 7394.84, 1.73, 278.09, 259.65, 445.237, 412.542, 108.63, 150.51, 183.74, 220.19
58924, 16.60948, -120.51696, 7401.56, 1.74, 279.38, 259.59, 445.741, 412.172, 109.07, 150.51, 184.40, 220.26
58924, 16.60746, -120.51694, 7408.26, 1.74, 279.09, 259.54, 444.734, 411.812, 108.80, 150.53, 184.29, 220.33
58924, 16.60546, -120.51693, 7415.02, 1.74, 277.82, 259.48, 445.489, 411.434, 109.24, 150.56, 184.05, 220.42
58924, 16.60344, -120.51691, 7421.74, 1.74, 278.87, 259.45, 444.483, 411.084, 107.84, 150.44, 183.55, 220.42
58924, 16.60144, -120.51690, 7428.52, 1.74, 278.33, 259.42, 444.231, 410.696, 109.07, 150.26, 184.32, 220.38
58924, 16.59942, -120.51688, 7435.42, 1.73, 277.77, 259.39, 444.483, 410.354, 108.10, 150.05, 183.38, 220.30
58924, 16.59738, -120.51686, 7442.19, 1.73, 278.96, 259.37, 442.721, 409.991, 108.54, 149.80, 184.42, 220.22
58924, 16.59539, -120.51685, 7448.84, 1.74, 278.18, 259.36, 442.470, 409.642, 108.01, 149.70, 183.82, 220.23
58924, 16.59335, -120.51683, 7455.58, 1.75, 278.23, 259.39, 441.212, 409.301, 107.40, 149.25, 183.60, 220.03
58924, 16.59135, -120.51682, 7462.06, 1.76, 279.01, 259.35, 441.966, 408.922, 107.40, 149.18, 183.72, 220.06
58924, 16.58934, -120.51680, 7468.64, 1.75, 277.74, 259.31, 441.212, 408.574, 107.49, 149.03, 183.51, 220.03
58924, 16.58732, -120.51679, 7475.16, 1.77, 278.38, 259.26, 441.715, 408.191, 106.88, 148.91, 183.17, 220.02
58924, 16.58531, -120.51678, 7481.64, 1.78, 278.82, 259.22, 440.708, 407.884, 107.75, 148.72, 184.15, 219.95
58924, 16.58329, -120.51676, 7488.15, 1.79, 277.52, 259.20, 440.960, 407.532, 107.75, 148.47, 183.68, 219.86
58924, 16.58128, -120.51675, 7494.54, 1.79, 278.40, 259.18, 440.457, 407.174, 107.66, 148.25, 183.99, 219.79
58924, 16.57927, -120.51674, 7500.99, 1.79, 278.26, 259.15, 439.199, 406.816, 107.14, 148.10, 183.78, 219.77
58924, 16.57723, -120.51672, 7507.48, 1.80, 277.62, 259.12, 438.947, 406.501, 106.70, 147.92, 183.29, 219.71
58924, 16.57514, -120.51671, 7514.12, 1.79, 278.48, 259.10, 437.941, 406.135, 107.23, 147.88, 184.15, 219.77
58924, 16.57322, -120.51669, 7520.12, 1.80, 277.28, 259.09, 439.199, 405.803, 106.35, 147.84, 182.87, 219.82
58924, 16.57119, -120.51681, 7526.65, 1.81, 278.26, 259.07, 437.689, 405.452, 107.05, 147.67, 183.99, 219.77
58924, 16.56916, -120.51731, 7532.99, 1.80, 277.30, 259.04, 438.695, 405.131, 105.83, 147.61, 182.58, 219.80
58924, 16.56715, -120.51730, 7539.35, 1.78, 277.57, 259.01, 437.437, 404.811, 106.79, 147.71, 183.62, 219.93
58924, 16.56514, -120.51728, 7545.64, 1.78, 278.21, 258.97, 437.437, 404.474, 106.35, 147.87, 183.50, 220.11
58924, 16.56310, -120.51726, 7551.99, 1.79, 277.11, 258.93, 437.186, 404.121, 105.74, 148.04, 182.72, 220.29
58924, 16.56109, -120.51725, 7558.26, 1.79, 278.18, 258.89, 436.431, 403.772, 107.31, 148.19, 184.39, 220.45
58924, 16.55909, -120.51723, 7564.54, 1.79, 277.69, 258.84, 436.682, 403.432, 106.61, 148.34, 183.66, 220.62
58924, 16.55707, -120.51722, 7570.84, 1.79, 277.91, 258.80, 435.928, 403.124, 106.70, 148.36, 183.94, 220.69
58924, 16.55505, -120.51720, 7577.24, 1.81, 278.04, 258.75, 436.431, 402.754, 106.61, 148.43, 183.82, 220.81
58924, 16.55302, -120.51719, 7583.66, 1.81, 277.21, 258.71, 435.424, 402.422, 106.96, 148.48, 183.99, 220.91
58924, 16.55102, -120.51717, 7590.19, 1.81, 278.43, 258.67, 435.424, 402.086, 107.23, 148.45, 184.60, 220.95
58924, 16.54897, -120.51715, 7596.79, 1.79, 277.16, 258.63, 434.166, 401.741, 107.23, 148.42, 184.41, 221.00
58924, 16.54696, -120.51714, 7603.46, 1.78, 278.26, 258.60, 433.915, 401.402, 106.79, 148.31, 184.49, 221.00
58924, 16.54495, -120.51712, 7610.14, 1.78, 276.96, 258.56, 434.166, 401.054, 106.88, 148.40, 184.08, 221.13
58924, 16.54294, -120.51711, 7616.79, 1.79, 278.09, 258.54, 432.405, 400.676, 107.84, 148.35, 185.50, 221.17
58924, 16.54091, -120.51709, 7623.44, 1.80, 277.16, 258.51, 432.908, 400.322, 106.88, 147.97, 184.38, 221.00
58924, 16.53889, -120.51708, 7630.14, 1.80, 277.74, 258.49, 433.411, 400.014, 106.53, 147.62, 184.21, 220.83
58924, 16.53682, -120.51706, 7637.00, 1.82, 277.87, 258.48, 432.656, 399.637, 105.65, 147.30, 183.73, 220.71
58924, 16.53483, -120.51705, 7643.49, 1.84, 277.28, 258.47, 431.147, 399.281, 105.48, 147.01, 183.69, 220.59
58924, 16.53282, -120.51703, 7650.25, 1.83, 277.67, 258.43, 432.153, 398.911, 105.65, 146.86, 183.76, 220.57
58924, 16.53079, -120.51702, 7656.99, 1.84, 277.35, 258.41, 430.140, 398.570, 105.30, 146.82, 183.77, 220.61
58924, 16.52877, -120.51700, 7663.79, 1.86, 277.72, 258.36, 430.895, 398.220, 105.83, 146.65, 184.14, 220.57
58924, 16.52676, -120.51699, 7670.65, 1.88, 276.86, 258.31, 431.902, 397.842, 105.56, 146.43, 183.48, 220.50
58924, 16.52475, -120.51698, 7677.54, 1.88, 277.38, 258.25, 430.140, 397.482, 106.00, 146.40, 184.30, 220.54
58924, 16.52272, -120.51696, 7684.65, 1.85, 276.52, 258.20, 429.637, 397.142, 105.74, 146.26, 183.92, 220.51
58924, 16.52070, -120.51696, 7691.75, 1.82, 277.23, 258.16, 430.140, 396.752, 105.13, 146.10, 183.59, 220.48
58924, 16.51869, -120.51694, 7698.74, 1.83, 276.67, 258.10, 429.134, 396.412, 105.04, 145.98, 183.53, 220.46
58924, 16.51665, -120.51693, 7705.79, 1.84, 277.23, 258.03, 428.882, 396.031, 104.95, 145.86, 183.69, 220.44
58924, 16.51464, -120.51692, 7712.75, 1.85, 276.40, 257.96, 428.630, 395.652, 105.39, 145.79, 183.80, 220.46
58924, 16.51261, -120.51690, 7719.68, 1.86, 277.33, 257.91, 427.372, 395.291, 105.91, 145.63, 184.74, 220.41
58924, 16.51061, -120.51689, 7726.52, 1.87, 276.33, 257.87, 427.120, 394.924, 104.60, 145.36, 183.46, 220.31
58924, 16.50858, -120.51689, 7733.49, 1.87, 277.06, 257.81, 425.862, 394.590, 104.51, 145.19, 183.87, 220.25
58924, 16.50657, -120.51688, 7740.37, 1.87, 276.35, 257.76, 425.862, 394.221, 105.21, 144.99, 184.17, 220.19
58924, 16.50455, -120.51687, 7747.27, 1.89, 276.74, 257.70, 425.359, 393.842, 104.25, 144.81, 183.66, 220.13
58924, 16.50254, -120.51686, 7754.03, 1.89, 276.23, 257.65, 424.856, 393.495, 103.99, 144.60, 183.38, 220.06
58924, 16.50051, -120.51686, 7760.97, 1.87, 275.94, 257.59, 423.849, 393.151, 103.99, 144.45, 183.47, 220.01
58924, 16.49850, -120.51685, 7767.73, 1.86, 276.77, 257.54, 425.107, 392.825, 103.11, 144.25, 182.84, 219.94
58924, 16.49648, -120.51684, 7774.43, 1.90, 275.67, 257.49, 424.101, 392.442, 102.94, 144.04, 182.53, 219.87
58924, 16.49441, -120.51683, 7781.29, 1.91, 276.77, 257.45, 423.094, 392.104, 103.03, 143.76, 183.15, 219.74
58924, 16.49243, -120.51683, 7787.87, 1.91, 275.40, 257.41, 423.597, 391.742, 103.29, 143.53, 182.80, 219.66
58924, 16.49041, -120.51683, 7794.57, 1.92, 276.23, 257.35, 423.094, 391.382, 102.50, 143.36, 182.56, 219.61
58924, 16.48840, -120.51683, 7801.13, 1.93, 276.03, 257.31, 422.842, 391.035, 102.06, 143.17, 182.21, 219.55
58924, 16.48639, -120.51683, 7807.80, 1.93, 275.18, 257.26, 423.346, 390.696, 102.68, 143.05, 182.30, 219.53
58924, 16.48436, -120.51684, 7814.53, 1.97, 275.84, 257.21, 422.591, 390.325, 102.15, 143.01, 182.26, 219.57
58924, 16.48235, -120.51685, 7821.33, 1.96, 275.25, 257.17, 422.591, 389.985, 103.11, 143.04, 182.81, 219.66
58924, 16.48032, -120.51686, 7828.37, 1.96, 276.11, 257.12, 421.332, 389.631, 103.11, 143.08, 183.33, 219.76
58924, 16.47832, -120.51687, 7835.20, 1.95, 274.98, 257.08, 420.578, 389.286, 102.76, 142.95, 182.83, 219.74
58924, 16.47628, -120.51688, 7842.27, 1.92, 275.64, 257.02, 420.578, 388.931, 102.33, 142.87, 182.71, 219.76
58924, 16.47427, -120.51690, 7849.20, 1.91, 275.72, 256.97, 419.319, 388.565, 102.15, 142.68, 182.83, 219.69
58924, 16.47225, -120.51692, 7856.05, 1.92, 275.13, 256.93, 420.326, 388.233, 102.85, 142.43, 182.99, 219.58
58924, 16.47023, -120.51694, 7862.83, 1.89, 276.18, 256.87, 419.823, 387.895, 102.24, 142.32, 182.96, 219.57
58924, 16.46818, -120.51696, 7869.62, 1.82, 275.13, 256.81, 419.068, 387.579, 102.24, 142.22, 182.75, 219.55
58924, 16.46620, -120.51698, 7875.80, 1.79, 276.25, 256.76, 419.068, 387.276, 102.85, 142.19, 183.60, 219.59
58924, 16.46416, -120.51700, 7881.77, 1.78, 275.79, 256.71, 418.816, 386.982, 102.76, 142.17, 183.43, 219.63
58924, 16.46214, -120.51702, 7887.27, 1.82, 275.20, 256.65, 418.061, 386.652, 102.68, 142.31, 183.31, 219.78
58924, 16.46012, -120.51705, 7892.38, 1.88, 276.08, 256.60, 417.809, 386.372, 101.63, 142.43, 182.83, 219.91
58924, 16.45810, -120.51707, 7897.37, 1.92, 275.01, 256.56, 418.816, 386.112, 101.71, 142.45, 182.35, 219.98
58924, 16.45609, -120.51709, 7902.23, 1.99, 275.15, 256.51, 417.809, 385.832, 102.06, 142.51, 182.87, 220.07
58924, 16.45403, -120.51712, 7907.24, 1.99, 275.59, 256.47, 417.306, 385.557, 102.59, 142.51, 183.52, 220.13
58924, 16.45205, -120.51714, 7912.24, 1.99, 275.47, 256.43, 416.803, 385.303, 102.24, 142.57, 183.30, 220.21
58924, 16.45000, -120.51716, 7917.57, 1.99, 274.91, 256.41, 418.061, 385.042, 101.89, 142.45, 182.60, 220.19
58924, 16.44798, -120.51719, 7922.87, 1.96, 275.23, 256.38, 417.054, 384.791, 102.15, 142.36, 183.10, 220.17
58924, 16.44595, -120.51721, 7928.27, 1.96, 274.25, 256.33, 416.299, 384.512, 103.11, 142.33, 183.67, 220.20
58924, 16.44394, -120.51723, 7933.63, 1.98, 275.11, 256.29, 416.048, 384.242, 103.46, 142.23, 184.27, 220.19
58924, 16.44190, -120.51725, 7939.17, 1.97, 275.08, 256.25, 416.299, 383.982, 101.98, 142.21, 183.06, 220.23
58924, 16.43988, -120.51727, 7944.53, 1.96, 273.79, 256.23, 415.041, 383.712, 102.06, 142.13, 182.94, 220.23
58924, 16.43786, -120.51729, 7950.03, 1.96, 275.30, 256.19, 415.293, 383.442, 101.98, 142.09, 183.33, 220.26
58924, 16.43583, -120.51731, 7955.47, 1.96, 274.50, 256.16, 414.034, 383.153, 101.71, 141.94, 183.10, 220.21
58924, 16.43379, -120.51699, 7960.97, 1.97, 274.06, 256.14, 414.538, 382.881, 102.33, 141.92, 183.33, 220.26
58924, 16.43178, -120.51669, 7966.40, 1.96, 275.30, 256.11, 414.538, 382.596, 102.24, 141.90, 183.68, 220.30
58924, 16.42976, -120.51670, 7971.80, 1.96, 274.64, 256.08, 414.789, 382.303, 101.89, 141.83, 183.14, 220.32
58924, 16.42771, -120.51671, 7977.37, 1.96, 273.96, 256.02, 413.279, 382.021, 102.24, 141.87, 183.47, 220.39
58924, 16.42568, -120.51673, 7982.78, 1.95, 274.91, 255.99, 413.531, 381.771, 101.71, 141.76, 183.33, 220.37
58924, 16.42365, -120.51673, 7988.27, 1.98, 274.62, 255.95, 413.531, 381.462, 101.01, 141.68, 182.68, 220.38
58924, 16.42162, -120.51674, 7993.68, 1.99, 273.69, 255.90, 413.279, 381.181, 100.93, 141.56, 182.35, 220.35
58924, 16.41815, -120.51676, 8003.10, 1.97, 274.30, 255.85, 413.028, 380.750, 102.06, 141.34, 183.50, 220.28
58924, 16.40059, -120.51675, 8050.24, 1.96, 274.54, 255.60, 410.511, 378.344, 101.80, 141.51, 183.86, 220.92
58924, 16.39891, -120.51674, 8054.78, 1.97, 273.27, 255.59, 410.008, 378.127, 100.93, 141.67, 182.85, 221.08
58924, 16.39709, -120.51674, 8059.67, 2.00, 274.52, 255.55, 410.511, 377.868, 100.75, 141.82, 183.03, 221.24
58924, 16.38857, -120.51672, 8083.67, 1.95, 273.71, 255.51, 409.001, 376.672, 101.98, 141.80, 184.01, 221.52
58924, 16.37809, -120.51669, 8113.07, 1.93, 274.57, 255.39, 406.987, 375.221, 101.28, 141.44, 184.15, 221.60
58924, 16.37602, -120.51669, 8118.75, 1.95, 274.20, 255.36, 406.484, 374.947, 101.28, 141.59, 184.12, 221.77
58924, 16.37470, -120.51668, 8122.34, 1.96, 273.05, 255.34, 406.736, 374.739, 101.36, 141.56, 183.76, 221.79
58924, 16.37456, -120.51668, 8122.76, 1.96, 273.76, 255.34, 407.239, 374.719, 101.19, 141.55, 183.76, 221.79
58924, 16.37456, -120.51668, 8122.76, 1.96, 274.40, 255.34, 405.981, 374.719, 101.89, 141.55, 184.77, 221.79
58924, 16.37456, -120.51668, 8122.76, 1.96, 274.08, 255.34, 405.729, 374.719, 101.89, 141.55, 184.71, 221.79
58924, 16.37456, -120.51668, 8122.76, 1.96, 273.25, 255.34, 407.743, 374.719, 101.63, 141.55, 183.83, 221.79
58924, 16.37456, -120.51668, 8122.76, 1.96, 273.74, 255.34, 406.484, 374.719, 100.84, 141.55, 183.62, 221.79
58924, 16.37456, -120.51668, 8122.76, 1.96, 274.18, 255.34, 405.729, 374.719, 101.36, 141.55, 184.33, 221.79
58924, 16.37281, -120.51679, 8127.42, 1.96, 274.40, 255.30, 407.239, 374.473, 101.45, 141.61, 184.18, 221.88
58924, 16.37281, -120.51679, 8127.42, 1.96, 273.93, 255.30, 407.239, 374.473, 101.28, 141.61, 183.88, 221.88
58924, 16.37281, -120.51679, 8127.42, 1.96, 273.35, 255.30, 406.736, 374.473, 101.36, 141.61, 183.85, 221.88
58924, 16.37281, -120.51679, 8127.42, 1.96, 273.35, 255.30, 406.484, 374.473, 101.98, 141.61, 184.38, 221.88
58924, 16.37281, -120.51679, 8127.42, 1.96, 274.50, 255.30, 406.232, 374.473, 100.93, 141.61, 183.99, 221.88
58924, 16.37281, -120.51679, 8127.42, 1.96, 274.28, 255.30, 406.484, 374.473, 102.15, 141.61, 184.83, 221.88
58924, 16.36954, -120.51731, 8136.33, 1.95, 273.93, 255.25, 405.729, 374.042, 101.28, 141.41, 184.18, 221.83
58924, 16.36954, -120.51731, 8136.33, 1.95, 273.05, 255.25, 405.477, 374.042, 101.71, 141.41, 184.28, 221.83
58924, 16.36813, -120.51731, 8140.18, 1.96, 273.27, 255.23, 406.987, 373.864, 101.01, 141.34, 183.50, 221.83
58924, 16.36813, -120.51731, 8140.18, 1.96, 273.52, 255.23, 405.226, 373.864, 100.75, 141.34, 183.72, 221.83
58924, 16.36813, -120.51731, 8140.18, 1.96, 274.20, 255.23, 404.974, 373.864, 101.63, 141.34, 184.70, 221.83
